# ABC Life LifePRO Export | Generated: 2024-12-31 | Records: 1000
POL_NUM|INSURER_CD|CLNT_DOB|CLNT_GENDER|SMOKER_IND|PROD_CD|POL_COMM_DT|POL_EXPIRY_DT|POL_TERM_YRS|BASIC_SA|PREM_AMT|PREM_FREQ_CD|PREM_ESCL_RT|PREM_PYMT_TERM|REINSURED|RI_RETENTION|RI_CEDED|RI_TREATY|POL_STAT_CD|VAL_FLAG
POL0000709|ABCLIFE|11/04/1989|1|N|WL01|31/12/2023|||1651000|31770.16|A|0.1||Y|1000000|651000|TRT03|IF|Y
POL0000710|ABCLIFE|21/07/1972|2|N|WL01|31/12/2007|||1169000|28973.12|A|0.1||Y|1000000|169000|TRT02|IF|Y
POL0000711|ABCLIFE|24/08/1980|2|N|EN01|31/12/2022|31/12/2037|15|1240000|48128.63|A|0.1|15|N|1240000|0||IF|Y
POL0000712|ABCLIFE|04/07/1977|2|Y|TL01|31/12/2016|31/12/2036|20|2145000|1373.91|M|0.15|20|Y|1000000|1145000|TRT02|IF|Y
POL0000713|ABCLIFE|01/04/1965|2|N|WL01|31/12/2012|||55000|111.09|M|0.05||N|55000|0||IF|Y
POL0000714|ABCLIFE|19/10/1982|1|N|EN01|31/12/2014|31/12/2034|20|799000|2766.54|M|0.05|20|N|799000|0||IF|Y
POL0000715|ABCLIFE|06/03/1970|1|Y|TL01|31/12/2014|31/12/2029|15|3988000|2845.76|Q|0.05|15|Y|1000000|2988000|TRT04|IF|Y
POL0000716|ABCLIFE|14/04/2006|2|Y|WL01|31/12/2023|||1555000|2525.27|M|0.05||Y|1000000|555000|TRT04|LA|N
POL0000717|ABCLIFE|16/02/1979|1|N|TL01|31/12/2014|31/12/2044|30|4822000|37792.09|A|0.15|30|Y|1000000|3822000|TRT03|IF|Y
POL0000718|ABCLIFE|20/06/1971|2|N|TL01|31/12/2016|31/12/2046|30|1933000|352.82|M|0.05|30|Y|1000000|933000|TRT02|IF|Y
POL0000719|ABCLIFE|12/10/1965|1|N|WL01|31/12/2011|||1176000|1756.51|M|0.05||Y|1000000|176000|TRT01|IF|Y
POL0000720|ABCLIFE|19/02/1992|1|N|WL01|31/12/2009|||1349000|2438.33|M|0.05||Y|1000000|349000|TRT04|IF|Y
POL0000721|ABCLIFE|26/02/1980|2|N|WL01|31/12/2011|||432000|4687.94|A|0.05||N|432000|0||PU|N
POL0000722|ABCLIFE|01/05/1991|1|N|TL01|31/12/2024|31/12/2034|10|3309000|1104.75|M|0.05|10|Y|1000000|2309000|TRT03|IF|Y
POL0000723|ABCLIFE|19/11/1979|1|N|TL01|31/12/2018|31/12/2043|25|2343000|17490.75|A|0.1|25|Y|1000000|1343000|TRT04|IF|Y
POL0000724|ABCLIFE|29/04/1989|2|N|TL01|31/12/2022|31/12/2047|25|4524000|20570.27|A|0.15|25|Y|1000000|3524000|TRT02|IF|Y
POL0000725|ABCLIFE|31/10/1967|1|N|WL01|31/12/2004|||598000|501.22|M|0.1||N|598000|0||IF|Y
POL0000726|ABCLIFE|06/05/1975|1|Y|WL01|31/12/2022|||1908000|2609.84|M|0.05||Y|1000000|908000|TRT02|PU|N
POL0000727|ABCLIFE|21/05/1973|2|N|WL01|31/12/2009|||485000|989.28|M|0.1||N|485000|0||IF|Y
POL0000728|ABCLIFE|28/05/1981|2|N|TL01|31/12/2013|31/12/2043|30|3211000|2776.97|Q|0.1|30|Y|1000000|2211000|TRT02|IF|Y
POL0000729|ABCLIFE|02/03/1991|2|N|TL01|31/12/2021|31/12/2031|10|3462000|3493.64|Q|0.15|10|Y|1000000|2462000|TRT01|IF|Y
POL0000730|ABCLIFE|23/11/1976|2|N|WL01|31/12/2016|||671000|1112.18|M|0.15||N|671000|0||IF|Y
POL0000731|ABCLIFE|05/07/1954|1|N|WL01|31/12/2008|||453000|1381.52|Q|0.1||N|453000|0||IF|Y
POL0000732|ABCLIFE|03/06/2005|1|N|WL01|31/12/2022|||708000|1226.1|M|0.1||N|708000|0||IF|Y
POL0000733|ABCLIFE|30/08/1990|1|N|TL01|31/12/2018|31/12/2028|10|2585000|708.72|M|0.1|10|Y|1000000|1585000|TRT02|IF|Y
POL0000734|ABCLIFE|06/12/1976|1|N|WL01|31/12/2007|||434000|818.23|M|0.1||N|434000|0||IF|Y
POL0000735|ABCLIFE|15/05/1996|1|N|TL01|31/12/2021|31/12/2036|15|1003000|515.32|M|0.0|15|Y|1000000|3000|TRT01|IF|Y
POL0000736|ABCLIFE|28/01/1980|1|Y|TL01|31/12/2019|31/12/2029|10|4856000|17676.77|A|0.0|10|Y|1000000|3856000|TRT04|IF|Y
POL0000737|ABCLIFE|22/07/1976|1|N|TL01|31/12/2024|31/12/2039|15|3330000|2071.44|M|0.0|15|Y|1000000|2330000|TRT03|IF|Y
POL0000738|ABCLIFE|28/05/1982|2|Y|WL01|31/12/2013|||645000|1040.3|M|0.15||N|645000|0||IF|Y
POL0000739|ABCLIFE|07/05/1982|2|N|TL01|31/12/2018|31/12/2028|10|4925000|1832.75|M|0.1|10|Y|1000000|3925000|TRT02|PU|N
POL0000740|ABCLIFE|20/10/1996|1|N|EN01|31/12/2024|31/12/2044|20|1213000|57347.7|A|0.1|20|N|1213000|0||IF|Y
POL0000741|ABCLIFE|05/08/1992|1|N|TL01|31/12/2024|31/12/2049|25|2831000|713.38|M|0.1|25|Y|1000000|1831000|TRT04|IF|Y
POL0000742|ABCLIFE|19/11/1975|2|Y|TL01|31/12/2014|31/12/2029|15|3027000|1916.16|M|0.05|15|Y|1000000|2027000|TRT04|IF|Y
POL0000743|ABCLIFE|28/08/1973|2|Y|WL01|31/12/2005|||1372000|1582.98|M|0.0||Y|1000000|372000|TRT03|PU|N
POL0000744|ABCLIFE|16/07/1981|2|N|TL01|31/12/2016|31/12/2026|10|2600000|6561.65|A|0.0|10|Y|1000000|1600000|TRT04|IF|Y
POL0000745|ABCLIFE|02/04/1978|1|N|WL01|31/12/2012|||1686000|39699.29|A|0.05||Y|1000000|686000|TRT02|IF|Y
POL0000746|ABCLIFE|13/01/1968|2|N|EN01|31/12/2015|31/12/2040|25|2844000|13205.26|M|0.05|25|Y|2000000|844000|TRT02|PU|N
POL0000747|ABCLIFE|15/07/1990|1|Y|TL01|31/12/2015|31/12/2045|30|1238000|6630.64|A|0.1|30|Y|1000000|238000|TRT04|IF|Y
POL0000748|ABCLIFE|15/03/1978|1|N|WL01|31/12/2009|||1196000|0.0|A|0.1||Y|1000000|196000|TRT03|IF|Y
POL0000749|ABCLIFE|10/05/1980|2|N|WL01|31/12/2016|||431000|869.58|M|0.05||N|431000|0||IF|Y
POL0000750|ABCLIFE|02/04/1998|2|N|TL01|31/12/2024|31/12/2039|15|2997000|1345.6|M|0.05|15|Y|1000000|1997000|TRT04|IF|Y
POL0000751|ABCLIFE|22/05/1978|1|N|TL01|31/12/2020|31/12/2040|20|2112000|10025.03|A|0.15|20|Y|1000000|1112000|TRT01|IF|Y
POL0000752|ABCLIFE|09/03/1986|2|N|WL01|31/12/2023|||1822000|10949.73|Q|0.05||Y|1000000|822000|TRT04|IF|Y
POL0000753|ABCLIFE|15/03/1991|2|N|WL01|31/12/2020|||1111000|6691.12|Q|0.0||Y|1000000|111000|TRT04|IF|Y
POL0000754|ABCLIFE|09/12/1986|1|N|EN01|31/12/2016|31/12/2026|10|1375000|61408.34|A|0.0|10|N|1375000|0||IF|Y
POL0000755|ABCLIFE|18/09/1991|1|N|EN01|31/12/2016|31/12/2036|20|421000|24496.83|A|0.0|20|N|421000|0||IF|Y
POL0000756|ABCLIFE|20/12/1955|1|N|TL01|31/12/2011|31/12/2031|20|319000|786.24|A|0.05|20|N|319000|0||IF|Y
POL0000757|ABCLIFE|19/06/2007|1|N|TL01|31/12/2024|31/12/2039|15|228000|133.75|M|0.1|15|N|228000|0||IF|Y
POL0000758|ABCLIFE|13/07/1985|2|N|TL01|31/12/2022|31/12/2047|25|4695000|1565.07|M|0.05|25|Y|1000000|3695000|TRT04|IF|Y
POL0000759|ABCLIFE|20/05/1993|1|N|WL01|31/12/2015|||868000|1383.87|M|0.05||N|868000|0||IF|Y
POL0000760|ABCLIFE|24/02/1980|2|N|EN01|31/12/2021|31/12/2041|20|1684000|7450.83|M|0.05|20|N|1684000|0||IF|Y
POL0000761|ABCLIFE|13/11/1964|1|N|TL01|31/12/2016|31/12/2046|30|1111000|2840.09|A|0.05|30|Y|1000000|111000|TRT02|IF|Y
POL0000762|ABCLIFE|30/11/1957|2|N|EN01|31/12/2012|31/12/2032|20|761000|2647.36|M|0.05|20|N|761000|0||IF|Y
POL0000763|ABCLIFE|04/07/1975|2|N|TL01|31/12/2018|31/12/2033|15|1092000|708.71|M|0.1|15|Y|1000000|92000|TRT01|IF|Y
POL0000764|ABCLIFE|26/03/1978|2|N|EN01|31/12/2018|31/12/2028|10|1206000|5292.3|M|0.05|10|N|1206000|0||IF|Y
POL0000765|ABCLIFE|25/05/1992|1|N|EN01|31/12/2016|31/12/2031|15|2022000|67573.46|A|0.15|15|Y|2000000|22000|TRT04|PU|N
POL0000766|ABCLIFE|16/10/1989|1|N|WL01|31/12/2022|||93000|1291.51|A|0.05||N|93000|0||IF|Y
POL0000767|ABCLIFE|23/08/1987|1|N|TL01|31/12/2013|31/12/2038|25|4869000|2289.57|M|0.05|25|Y|1000000|3869000|TRT02|IF|Y
POL0000768|ABCLIFE|17/10/1992|1|N|WL01|31/12/2021|||1578000|3131.44|M|0.05||Y|1000000|578000|TRT01|IF|Y
POL0000769|ABCLIFE|02/07/1999|2|N|EN01|31/12/2022|31/12/2032|10|2775000|13137.79|M|0.0|10|Y|2000000|775000|TRT03|PU|N
POL0000770|ABCLIFE|23/03/2006|1|N|TL01|31/12/2023|31/12/2048|25|1886000|5669.99|A|0.0|25|Y|1000000|886000|TRT01|IF|Y
POL0000771|ABCLIFE|11/02/1972|1|N|TL01|31/12/2020|31/12/2030|10|3470000|1908.81|M|0.05|10|Y|1000000|2470000|TRT03|IF|Y
POL0000772|ABCLIFE|19/10/1969|2|N|TL01|31/12/2010|31/12/2025|15|4826000|15287.08|A|0.1|15|Y|1000000|3826000|TRT02|IF|Y
POL0000773|ABCLIFE|03/01/1972|2|N|EN01|31/12/2021|31/12/2031|10|1296000|18717.78|Q|0.05|10|N|1296000|0||IF|Y
POL0000774|ABCLIFE|01/07/1974|1|Y|TL01|31/12/2016|31/12/2026|10|4583000|1336.23|M|0.1|10|Y|1000000|3583000|TRT02|PU|N
POL0000775|ABCLIFE|22/03/1981|2|N|TL01|31/12/2016|31/12/2026|10|112000|58.14|M|0.05|10|N|112000|0||IF|Y
POL0000776|ABCLIFE|11/09/1972|1|N|WL01|31/12/2019|||773000|18104.11|A|0.05||N|773000|0||IF|Y
POL0000777|ABCLIFE|23/09/1997|1|N|TL01|31/12/2024|31/12/2039|15|1599000|295.72|M|0.05|15|Y|1000000|599000|TRT02|IF|Y
POL0000778|ABCLIFE|17/12/1961|2|N|TL01|31/12/2006|31/12/2036|30|2431000|1182.9|M|0.0|30|Y|1000000|1431000|TRT02|IF|Y
POL0000779|ABCLIFE|14/02/1970|1|N|EN01|31/12/2020|31/12/2040|20|533000|2227.73|M|0.05|20|N|533000|0||IF|Y
POL0000780|ABCLIFE|13/08/1976|1|Y|WL01|31/12/2019|||1813000|40092.45|A|0.0||Y|1000000|813000|TRT01|IF|Y
POL0000781|ABCLIFE|25/05/1989|2|Y|TL01|31/12/2024|31/12/2049|25|4515000|1594.3|M|0.05|25|Y|1000000|3515000|TRT02|LA|N
POL0000782|ABCLIFE|17/11/1984|1|N|TL01|31/12/2015|31/12/2040|25|1109000|537.32|M|0.05|25|Y|1000000|109000|TRT02|IF|Y
POL0000783|ABCLIFE|14/11/1982|1|N|TL01|31/12/2005|31/12/2025|20|1632000|586.86|M|0.15|20|Y|1000000|632000|TRT03|IF|Y
POL0000784|ABCLIFE|07/07/1961|1|N|WL01|31/12/2004|||169000|256.46|M|0.1||N|169000|0||LA|N
POL0000785|ABCLIFE|20/02/1979|1|N|WL01|31/12/2020|||1868000|23974.9|A|0.1||Y|1000000|868000|TRT03|PU|N
POL0000786|ABCLIFE|02/09/1962|1|N|WL01|31/12/2005|||223000|5384.82|A|0.1||N|223000|0||IF|Y
POL0000787|ABCLIFE||2|N|TL01|31/12/2016|31/12/2026|10|2802000|2384.47|Q|0.15|10|Y|1000000|1802000|TRT01|IF|Y
POL0000788|ABCLIFE|18/09/1982|2|N|EN01|31/12/2018|31/12/2028|10|1290000|18745.63|Q|0.0|10|N|1290000|0||IF|Y
POL0000789|ABCLIFE|28/04/1982|1|N|TL01|31/12/2020|31/12/2030|10|3432000|1931.51|M|0.15|10|Y|1000000|2432000|TRT02|IF|Y
POL0000790|ABCLIFE|20/06/1971|1|Y|EN01|31/12/2019|31/12/2034|15|1984000|9519.39|M|0.1|15|N|1984000|0||IF|Y
POL0000791|ABCLIFE|17/05/1979|1|N|WL01|31/12/2016|||1069000|1489.63|M|0.1||Y|1000000|69000|TRT04|IF|Y
POL0000792|ABCLIFE|11/09/1970|1|N|TL01|31/12/2018|31/12/2028|10|4072000|1033.44|M|0.1|10|Y|1000000|3072000|TRT02|IF|Y
POL0000793|ABCLIFE|22/08/1974|2|Y|EN01|31/12/2019|31/12/2029|10|661000|27845.32|A|0.1|10|N|661000|0||IF|Y
POL0000794|ABCLIFE|17/12/1984|2|N|TL01|31/12/2021|31/12/2046|25|190000|141.15|Q|0.05|25|N|190000|0||IF|Y
POL0000795|ABCLIFE|17/05/1980|1|N|WL01|31/12/2004|||612000|892.98|M|0.15||N|612000|0||IF|Y
POL0000796|ABCLIFE|27/10/1975|1|N|EN01|31/12/2017|31/12/2032|15|1129000|47939.91|A|0.0|15|N|1129000|0||IF|Y
POL0000797|ABCLIFE|09/03/1986|2|N|WL01|31/12/2021|||124000|247.84|M|0.1||N|124000|0||IF|Y
POL0000798|ABCLIFE|11/08/1967|1|N|EN01|31/12/2015|31/12/2035|20|72000|355.35|M|0.05|20|N|72000|0||IF|Y
POL0000799|ABCLIFE|25/10/1981|2|N|WL01|31/12/2004|||1317000|6799.96|Q|0.1||Y|1000000|317000|TRT04|IF|Y
POL0000800|ABCLIFE|13/05/1988|2|N|TL01|31/12/2005|31/12/2030|25|4349000|1628.34|M|0.05|25|Y|1000000|3349000|TRT04|PU|N
POL0000801|ABCLIFE|21/03/1983|2|N|WL01|31/12/2015|||830000|14830.96|A|0.0||N|830000|0||IF|Y
POL0000802|ABCLIFE|27/01/1982|2|N|TL01|31/12/2014|31/12/2039|25|109000|454.7|A|0.0|25|N|109000|0||IF|Y
POL0000803|ABCLIFE|19/01/1960|1|Y|WL01|31/12/2011|||940000|1691.41|M|0.1||N|940000|0||IF|Y
POL0000804|ABCLIFE|22/01/1980|1|Y|TL01|31/12/2021|31/12/2036|15|3345000|929.4|M|0.1|15|Y|1000000|2345000|TRT04|IF|Y
POL0000805|ABCLIFE|17/04/1986|2|N|TL01|31/12/2008|31/12/2033|25|3206000|1633.99|M|0.0|25|Y|1000000|2206000|TRT01|IF|Y
POL0000806|ABCLIFE|23/05/1958|1|N|WL01|31/12/2004|||146000|286.94|M|0.05||N|146000|0||PU|N
POL0000807|ABCLIFE|15/01/1969|1|N|WL01|31/12/2021|||984000|1302.63|M|0.05||N|984000|0||IF|Y
POL0000808|ABCLIFE|01/03/1961|1|N|EN01|31/12/2006|31/12/2031|25|2070000|7556.89|M|0.1|25|Y|2000000|70000|TRT02|IF|Y
POL0000809|ABCLIFE|08/02/1969|1|N|EN01|31/12/2023|31/12/2033|10|1498000|5339.07|M|0.05|10|N|1498000|0||IF|Y
POL0000810|ABCLIFE|17/01/1983|1|N|EN01|31/12/2015|31/12/2025|10|2082000|9833.56|M|0.0|10|Y|2000000|82000|TRT02|IF|Y
POL0000811|ABCLIFE|11/11/1990|2|N|TL01|31/12/2023|31/12/2033|10|3903000|915.46|M|0.1|10|Y|1000000|2903000|TRT02|IF|Y
POL0000812|ABCLIFE|01/01/1977|2|N|TL01|31/12/2015|31/12/2030|15|4144000|1367.45|M|0.0|15|Y|1000000|3144000|TRT03|IF|Y
POL0000813|ABCLIFE|09/03/1978|1|Y|TL01|31/12/2021|31/12/2041|20|1454000|395.01|M|0.05|20|Y|1000000|454000|TRT03|IF|Y
POL0000814|ABCLIFE|31/05/1991|1|N|TL01|31/12/2017|31/12/2027|10|743000|1169.12|Q|0.0|10|N|743000|0||IF|Y
POL0000815|ABCLIFE|24/03/1970|1|Y|TL01|31/12/2015|31/12/2030|15|3667000|4620.96|Q|0.15|15|Y|1000000|2667000|TRT02|LA|N
POL0000816|ABCLIFE|13/01/1972|1|N|TL01|31/12/2006|31/12/2026|20|2454000|2235.67|Q|0.05|20|Y|1000000|1454000|TRT02|IF|Y
POL0000817|ABCLIFE|17/09/1973|1|N|WL01|31/12/2013|||1463000|1953.38|M|0.1||Y|1000000|463000|TRT04|PU|N
POL0000818|ABCLIFE|14/06/1967|1|N|WL01|31/12/2021|||318000|372.32|M|0.0||N|318000|0||IF|Y
POL0000819|ABCLIFE|19/06/1971|1|N|WL01|31/12/2016|||827000|1514.02|M|0.15||N|827000|0||IF|Y
POL0000820|ABCLIFE|02/08/1972|2|N|TL01|31/12/2010|31/12/2030|20|3411000|1333.18|M|0.1|20|Y|1000000|2411000|TRT02|PU|N
POL0000821|ABCLIFE|06/11/1957|2|N|TL01|31/12/2009|31/12/2029|20|1232000|611.44|M|0.05|20|Y|1000000|232000|TRT01|IF|Y
POL0000822|ABCLIFE|19/02/1988|2|N|TL01|31/12/2005|31/12/2035|30|2439000|571.93|M|0.05|30|Y|1000000|1439000|TRT03|IF|Y
POL0000823|ABCLIFE|30/10/1978|2|N|TL01|31/12/2019|31/12/2029|10|3964000|28868.13|A|0.1|10|Y|1000000|2964000|TRT01|LA|N
POL0000824|ABCLIFE|11/01/1983|1|N|EN01|31/12/2015|31/12/2040|25|2339000|97128.61|A|0.05|25|Y|2000000|339000|TRT04|IF|Y
POL0000825|ABCLIFE|30/07/1974|2|N|EN01|31/12/2010|31/12/2035|25|2854000|11099.36|M|0.0|25|Y|2000000|854000|TRT02|IF|Y
POL0000826|ABCLIFE|26/12/1963|2|Y|WL01|31/12/2010|||399000|406.0|M|0.05||N|399000|0||IF|Y
POL0000827|ABCLIFE|04/01/2002|2|N|EN01|31/12/2022|31/12/2032|10|1203000|3414.71|M|0.05|10|N|1203000|0||IF|Y
POL0000828|ABCLIFE|29/01/1992|2|N|EN01|31/12/2017|31/12/2037|20|1193000|57119.43|A|0.0|20|N|1193000|0||IF|Y
POL0000829|ABCLIFE|13/04/1972|1|N|TL01|31/12/2014|31/12/2029|15|4386000|2428.38|M|0.0|15|Y|1000000|3386000|TRT01|IF|Y
POL0000830|ABCLIFE|06/06/1968|1|N|TL01|31/12/2015|31/12/2040|25|3208000|1336.19|M|0.0|25|Y|1000000|2208000|TRT04|IF|Y
POL0000831|ABCLIFE|06/10/1967|2|N|TL01|31/12/2004|31/12/2029|25|1299000|294.28|M|0.05|25|Y|1000000|299000|TRT04|IF|Y
POL0000832|ABCLIFE|04/11/1971|2|N|TL01|31/12/2016|31/12/2026|10|4743000|1755.27|M|0.1|10|Y|1000000|3743000|TRT04|IF|Y
POL0000833|ABCLIFE|24/12/1973|2|N|WL01|31/12/2006|||565000|625.82|M|0.1||N|565000|0||IF|Y
POL0000834|ABCLIFE|30/03/1967|1|N|WL01|31/12/2015|||966000|5902.77|Q|0.05||N|966000|0||IF|Y
POL0000835|ABCLIFE|21/07/1977|1|N|TL01|31/12/2021|31/12/2036|15|4797000|842.22|M|0.05|15|Y|1000000|3797000|TRT01|PU|N
POL0000836|ABCLIFE|13/10/1992|2|N|TL01|31/12/2022|31/12/2032|10|361000|423.43|Q|0.0|10|N|361000|0||IF|Y
POL0000837|ABCLIFE|15/06/1994|2|N|TL01|31/12/2011|31/12/2026|15|3288000|1564.77|M|0.05|15|Y|1000000|2288000|TRT03|IF|Y
POL0000838|ABCLIFE|02/06/1978|1|Y|WL01|31/12/2015|||673000|12124.23|A|0.1||N|673000|0||IF|Y
POL0000839|ABCLIFE|20/09/1982|1|Y|TL01|31/12/2023|31/12/2033|10|3613000|1564.11|M|0.05|10|Y|1000000|2613000|TRT04|IF|Y
POL0000840|ABCLIFE|17/03/1994|2|N|WL01|31/12/2020|||112000|216.82|M|0.0||N|112000|0||IF|Y
POL0000841|ABCLIFE|19/09/1967|2|N|TL01|31/12/2020|31/12/2030|10|3247000|0.0|A|0.05|10|Y|1000000|2247000|TRT04|IF|Y
POL0000842|ABCLIFE|08/09/1988|1|N|TL01|31/12/2022|31/12/2047|25|2299000|1405.91|M|0.05|25|Y|1000000|1299000|TRT01|LA|N
POL0000843|ABCLIFE|02/03/1981|2|N|TL01|31/12/2013|31/12/2038|25|4965000|24393.09|A|0.1|25|Y|1000000|3965000|TRT01|IF|Y
POL0000844|ABCLIFE|07/12/1982|1|N|TL01|31/12/2023|31/12/2053|30|2052000|9797.49|A|0.05|30|Y|1000000|1052000|TRT04|PU|N
POL0000845|ABCLIFE|20/07/1988|1|Y|TL01|31/12/2015|31/12/2030|15|3076000|613.45|M|0.05|15|Y|1000000|2076000|TRT03|IF|Y
POL0000846|ABCLIFE|15/03/1968|2|N|TL01|31/12/2012|31/12/2027|15|4197000|24423.44|A|0.15|15|Y|1000000|3197000|TRT04|IF|Y
POL0000847|ABCLIFE|21/06/1966|1|N|EN01|31/12/2020|31/12/2045|25|1829000|7298.5|M|0.1|25|N|1829000|0||IF|Y
POL0000848|ABCLIFE|06/11/1949|2|N|TL01|31/12/2005|31/12/2025|20|4111000|747.87|M|0.05|20|Y|1000000|3111000|TRT01|IF|Y
POL0000849|ABCLIFE|26/10/1993|1|Y|TL01|31/12/2021|31/12/2041|20|4118000|1560.37|M|0.1|20|Y|1000000|3118000|TRT02|IF|Y
POL0000850|ABCLIFE|31/05/1962|1|N|TL01|31/12/2015|31/12/2025|10|2828000|10987.23|A|0.05|10|Y|1000000|1828000|TRT02|IF|Y
POL0000851|ABCLIFE|18/08/1969|2|N|WL01|31/12/2015|||1632000|3367.88|M|0.05||Y|1000000|632000|TRT01|IF|Y
POL0000852|ABCLIFE|24/07/2003|1|N|EN01|31/12/2023|31/12/2038|15|2561000|12549.03|M|0.1|15|Y|2000000|561000|TRT02|IF|Y
POL0000853|ABCLIFE|28/01/1975|2|N|TL01|31/12/2010|31/12/2040|30|559000|631.52|Q|0.05|30|N|559000|0||IF|Y
POL0000854|ABCLIFE|19/03/1979|2|N|TL01|31/12/2013|31/12/2038|25|4725000|2384.17|M|0.0|25|Y|1000000|3725000|TRT02|IF|Y
POL0000855|ABCLIFE|17/09/1996|1|Y|TL01|31/12/2023|31/12/2038|15|2658000|12811.84|A|0.15|15|Y|1000000|1658000|TRT02|IF|Y
POL0000856|ABCLIFE|03/11/1975|1|N|TL01|31/12/2024|31/12/2034|10|2934000|1071.8|M|0.1|10|Y|1000000|1934000|TRT03|IF|Y
POL0000857|ABCLIFE|22/09/1979|1|N|TL01|31/12/2015|31/12/2030|15|4523000|22278.23|A|0.05|15|Y|1000000|3523000|TRT01|IF|Y
POL0000858|ABCLIFE|25/08/1996|1|N|TL01|31/12/2022|31/12/2037|15|4927000|6957.74|Q|0.1|15|Y|1000000|3927000|TRT04|IF|Y
POL0000859|ABCLIFE|14/12/1992|1|N|TL01|31/12/2010|31/12/2025|15|2870000|899.66|M|0.05|15|Y|1000000|1870000|TRT01|IF|Y
POL0000860|ABCLIFE|31/10/1963|1|Y|TL01|31/12/2013|31/12/2043|30|2140000|1153.96|M|0.15|30|Y|1000000|1140000|TRT03|IF|Y
POL0000861|ABCLIFE|25/01/1976|1|N|TL01|31/12/2023|31/12/2053|30|3943000|2584.72|M|0.05|30|Y|1000000|2943000|TRT04|IF|Y
POL0000862|ABCLIFE|13/05/1975|2|N|TL01|31/12/2010|31/12/2035|25|2013000|1133.32|M|0.05|25|Y|1000000|1013000|TRT04|PU|N
POL0000863|ABCLIFE|06/01/1977|1|N|TL01|31/12/2018|31/12/2043|25|1547000|280.23|M|0.05|25|Y|1000000|547000|TRT04|IF|Y
POL0000864|ABCLIFE|02/10/1994|1|N|TL01|31/12/2019|31/12/2034|15|1780000|2967.1|Q|0.1|15|Y|1000000|780000|TRT01|IF|Y
POL0000865|ABCLIFE|05/05/1961|1|N|EN01|31/12/2015|31/12/2030|15|2132000|73604.75|A|0.1|15|Y|2000000|132000|TRT01|IF|Y
POL0000866|ABCLIFE|05/08/1977|2|Y|EN01|31/12/2013|31/12/2038|25|1883000|4919.36|M|0.1|25|N|1883000|0||IF|Y
POL0000867|ABCLIFE|21/01/1986|2|N|EN01|31/12/2014|31/12/2039|25|573000|1579.06|M|0.1|25|N|573000|0||IF|Y
POL0000868|ABCLIFE|25/10/1985|1|N|TL01|31/12/2016|31/12/2026|10|884000|192.14|M|0.15|10|N|884000|0||IF|Y
POL0000869|ABCLIFE|15/03/1993|1|N|WL01|31/12/2019|||76000|143.49|M|0.15||N|76000|0||IF|Y
POL0000870|ABCLIFE|23/08/1972|2|N|TL01|31/12/2023|31/12/2033|10|941000|6889.54|A|0.05|10|N|941000|0||IF|Y
POL0000871|ABCLIFE|13/09/1982|1|Y|WL01|31/12/2024|||966000|1433.54|M|0.0||N|966000|0||IF|Y
POL0000872|ABCLIFE|21/04/1983|1|N|WL01|31/12/2012|||1331000|21709.92|A|0.05||Y|1000000|331000|TRT01|IF|Y
POL0000873|ABCLIFE|25/03/1985|2|N|TL01|31/12/2022|31/12/2032|10|2928000|1708.23|M|0.1|10|Y|1000000|1928000|TRT02|IF|Y
POL0000874|ABCLIFE|31/03/1979|2|N|TL01|31/12/2024|31/12/2044|20|4917000|2308.81|M|0.0|20|Y|1000000|3917000|TRT01|IF|Y
POL0000875|ABCLIFE|29/03/1989|2|N|WL01|31/12/2016|||1642000|8851.49|Q|0.1||Y|1000000|642000|TRT03|IF|Y
POL0000876|ABCLIFE|10/01/1967|2|N|EN01|31/12/2015|31/12/2025|10|1040000|3807.73|M|0.05|10|N|1040000|0||IF|Y
POL0000877|ABCLIFE|19/12/1987|1|N|TL01|31/12/2020|31/12/2030|10|1275000|613.81|M|0.1|10|Y|1000000|275000|TRT01|IF|Y
POL0000878|ABCLIFE|14/05/1978|2|N|WL01|31/12/2008|||1353000|2247.45|M|0.05||Y|1000000|353000|TRT03|IF|Y
POL0000879|ABCLIFE|30/12/1990|1|Y|WL01|31/12/2011|||1310000|1675.15|M|0.05||Y|1000000|310000|TRT04|LA|N
POL0000880|ABCLIFE|23/05/1965|2|N|TL01|31/12/2018|31/12/2038|20|370000|166.86|M|0.05|20|N|370000|0||IF|Y
POL0000881|ABCLIFE|06/07/1967|1|N|TL01|31/12/2015|31/12/2030|15|1110000|437.26|M|0.1|15|Y|1000000|110000|TRT02|IF|Y
POL0000882|ABCLIFE|02/11/1986|1|Y|WL01|31/12/2021|||1899000|6875.35|Q|0.1||Y|1000000|899000|TRT03|IF|Y
POL0000883|ABCLIFE|09/08/1982|1|N|TL01|31/12/2020|31/12/2040|20|4025000|1742.75|M|0.0|20|Y|1000000|3025000|TRT04|IF|Y
POL0000884|ABCLIFE|30/04/1971|2|Y|EN01|31/12/2005|31/12/2025|20|514000|19053.11|A|0.05|20|N|514000|0||IF|Y
POL0000885|ABCLIFE|10/09/1967|2|Y|TL01|31/12/2004|31/12/2029|25|1888000|9975.21|A|0.1|25|Y|1000000|888000|TRT01|IF|Y
POL0000886|ABCLIFE|26/11/1975|1|N|EN01|31/12/2012|31/12/2032|20|794000|2999.35|M|0.15|20|N|794000|0||PU|N
